index,operator,row_number,height,avg_height,stddev_height,ucl,lcl,alert
31,Op-10,14,20.47,20.596,1.189424231,22.19178006,19.00021994,FALSE
32,Op-10,15,19.28,20.176,1.21389044,21.80460492,18.54739508,FALSE
33,Op-10,16,19.06,19.762,1.158930542,21.31686848,18.20713152,FALSE
34,Op-10,17,19.44,19.366,0.696979196,20.30109572,18.43090428,FALSE
35,Op-10,18,21.86,20.022,1.161214881,21.57993325,18.46406675,TRUE
36,Op-10,19,21.08,20.144,1.248791416,21.8194295,18.4685705,FALSE
37,Op-10,20,20.66,20.42,1.159396395,21.97549349,18.86450651,FALSE
38,Op-10,21,19.04,20.416,1.165281082,21.97938863,18.85261137,FALSE
39,Op-10,22,20.17,20.562,1.052720286,21.97437247,19.14962753,FALSE
40,Op-10,23,20.3,20.25,0.763216876,21.27396289,19.22603711,FALSE
41,Op-10,24,21.48,20.33,0.883459111,21.51528478,19.14471522,FALSE
42,Op-10,25,20.12,20.222,0.865863731,21.3836781,19.0603219,FALSE
43,Op-10,26,21.57,20.728,0.731211324,21.70902294,19.74697706,FALSE
44,Op-10,27,19.7,20.634,0.842603109,21.7644707,19.5035293,FALSE
45,Op-10,28,20.43,20.66,0.831654977,21.77578224,19.54421776,FALSE
46,Op-10,29,21.53,20.67,0.844185999,21.80259437,19.53740563,FALSE
47,Op-10,30,18.64,20.374,1.248090542,22.04848918,18.69951082,TRUE
48,Op-11,5,21.39,20.668,0.757377053,21.68412794,19.65187206,FALSE
49,Op-11,6,19.87,20.64,0.789683481,21.69947157,19.58052843,FALSE
50,Op-11,7,21.15,20.916,0.635751524,21.76895017,20.06304983,FALSE
51,Op-11,8,18.54,20.346,1.163284144,21.90670945,18.78529055,TRUE
52,Op-11,9,19.75,20.14,1.158404075,21.69416215,18.58583785,FALSE
53,Op-11,10,21.65,20.192,1.23203896,21.84495372,18.53904628,FALSE
54,Op-11,11,19.97,20.212,1.226303388,21.85725864,18.56674136,FALSE
55,Op-11,12,19.56,19.894,1.124157462,21.4022155,18.3857845,FALSE
56,Op-11,13,20.31,20.248,0.831877395,21.36408064,19.13191936,FALSE
57,Op-11,14,18.91,20.08,1.020930948,21.4497226,18.7102774,FALSE
58,Op-11,15,19.99,19.748,0.538813511,20.47089418,19.02510582,FALSE
59,Op-11,16,20.69,19.892,0.688418477,20.81561031,18.96838969,FALSE
60,Op-12,5,19.79,20.008,1.21910623,21.64360264,18.37239736,FALSE
61,Op-12,6,18.81,19.868,1.326092003,21.64713912,18.08886088,FALSE
62,Op-12,7,19.03,19.292,0.690593947,20.21852901,18.36547099,FALSE
63,Op-12,8,20.67,19.38,0.849705831,20.52,18.24,TRUE
64,Op-12,9,18.78,19.416,0.811344563,20.50453296,18.32746704,FALSE
65,Op-12,10,20.79,19.616,1.022389358,20.98767926,18.24432074,FALSE
66,Op-12,11,18.99,19.652,0.989555456,20.97962796,18.32437204,FALSE
67,Op-12,12,20.97,20.04,1.062355873,21.46529997,18.61470003,FALSE
68,Op-12,13,21.54,20.214,1.246607396,21.88649933,18.54150067,FALSE
69,Op-12,14,18.62,20.182,1.29378128,21.91778973,18.44621027,FALSE
70,Op-12,15,19.08,19.84,1.318654617,21.60916082,18.07083918,FALSE
71,Op-12,16,21.84,20.41,1.467003749,22.37819206,18.44180794,FALSE
72,Op-12,17,20.63,20.342,1.442227444,22.27695116,18.40704884,FALSE
73,Op-12,18,19.52,19.938,1.298506835,21.68012973,18.19587027,FALSE
74,Op-12,19,21.02,20.418,1.120946029,21.92190691,18.91409309,FALSE
75,Op-12,20,20.48,20.698,0.843753519,21.83001413,19.56598587,FALSE
76,Op-13,5,21.93,20.182,1.18622089,21.77348233,18.59051767,TRUE
77,Op-13,6,19.04,20.052,1.285114781,21.77616241,18.32783759,FALSE
78,Op-13,7,18.78,19.938,1.384402398,21.79537072,18.08062928,FALSE
79,Op-13,8,18.88,19.544,1.339563362,21.34121284,17.74678716,FALSE
80,Op-13,9,21.07,19.94,1.459126451,21.89762356,17.98237644,FALSE
81,Op-13,10,19.17,19.388,0.952034663,20.66528853,18.11071147,FALSE
82,Op-13,11,20.57,19.694,1.05277253,21.10644257,18.28155743,FALSE
83,Op-13,12,20.42,20.022,0.946979408,21.2925062,18.7514938,FALSE
84,Op-13,13,18.87,20.02,0.95,21.29455875,18.74544125,FALSE
85,Op-13,14,20.15,19.836,0.767320012,20.86546782,18.80653218,FALSE
86,Op-13,15,20.21,20.044,0.677333005,20.95273759,19.13526241,FALSE
87,Op-13,16,21.6,20.25,0.970489567,21.55204839,18.94795161,TRUE
88,Op-13,17,21.11,20.388,1.04676645,21.79238456,18.98361544,FALSE
89,Op-13,18,18.88,20.39,1.043144285,21.78952492,18.99047508,TRUE
90,Op-13,19,20.99,20.558,1.062294686,21.98321788,19.13278212,FALSE
91,Op-13,20,21.36,20.788,1.092185882,22.25332113,19.32267887,FALSE
92,Op-13,21,21.56,20.78,1.084873265,22.23551022,19.32448978,FALSE
93,Op-14,5,21.72,20.668,0.923617886,21.90716343,19.42883657,FALSE
94,Op-14,6,18.8,20.49,1.202788427,22.10371001,18.87628999,TRUE
95,Op-14,7,19.92,20.158,1.045523792,21.56071736,18.75528264,FALSE
96,Op-14,8,21.2,20.338,1.14848596,21.87885561,18.79714439,FALSE
97,Op-14,9,18.54,20.036,1.411552337,21.92979619,18.14220381,FALSE
98,Op-14,10,19.59,19.61,1.051855503,21.02121224,18.19878776,FALSE
99,Op-14,11,18.83,19.616,1.046150085,21.01955762,18.21244238,FALSE
100,Op-14,12,18.68,19.368,1.101576144,20.84591948,17.89008052,FALSE
101,Op-14,13,19.68,19.064,0.532193574,19.7780126,18.3499874,FALSE
102,Op-14,14,21.6,19.676,1.163713882,21.23728601,18.11471399,TRUE
103,Op-14,15,19.97,19.752,1.169089389,21.32049801,18.18350199,FALSE
104,Op-14,16,21.45,20.276,1.2376712,21.93651016,18.61548984,FALSE
105,Op-14,17,19.26,20.392,1.065959662,21.82213496,18.96186504,FALSE
106,Op-14,18,20.83,20.622,0.99567565,21.95783906,19.28616094,FALSE
107,Op-14,19,19.61,20.224,0.900155542,21.43168539,19.01631461,FALSE
108,Op-14,20,19.7,20.17,0.926903447,21.41357147,18.92642853,FALSE
109,Op-14,21,21.78,20.236,1.045050238,21.63808202,18.83391798,TRUE
110,Op-14,22,18.75,20.134,1.180266919,21.71749424,18.55050576,FALSE
111,Op-14,23,18.9,19.748,1.210937653,21.37264335,18.12335665,FALSE
112,Op-14,24,19.78,19.782,1.208478382,21.40334389,18.16065611,FALSE
113,Op-14,25,21.61,20.164,1.453179273,22.11364458,18.21435542,FALSE
114,Op-14,26,19.61,19.73,1.140241203,21.2597941,18.2002059,FALSE
115,Op-14,27,20.03,19.986,1.00031495,21.32806334,18.64393666,FALSE
116,Op-14,28,21.11,20.428,0.881714239,21.61094379,19.24505621,FALSE
117,Op-14,29,20.53,20.578,0.804313372,21.65709962,19.49890038,FALSE
118,Op-14,30,20.51,20.358,0.56685095,21.11851036,19.59748965,FALSE
119,Op-14,31,21.57,20.75,0.597159945,21.55117414,19.94882586,TRUE
120,Op-14,32,21.15,20.974,0.451973451,21.58038602,20.36761398,FALSE
121,Op-14,33,21.07,20.966,0.449310583,21.5688134,20.3631866,FALSE
122,Op-14,34,19.99,20.858,0.614751983,21.68277633,20.03322367,TRUE
123,Op-14,35,20.49,20.854,0.617640672,21.68265192,20.02534808,FALSE
124,Op-15,5,21.01,20.404,1.68783293,22.6684655,18.1395345,FALSE
125,Op-15,6,20.8,20.838,1.365931916,22.67058997,19.00541003,FALSE
126,Op-15,7,20.08,21.14,0.780672787,22.18738245,20.09261755,TRUE
127,Op-15,8,19.48,20.67,0.95036835,21.94505294,19.39494706,FALSE
128,Op-15,9,19.67,20.208,0.676291357,21.11534007,19.30065993,FALSE
129,Op-15,10,21.91,20.388,0.990085855,21.71633957,19.05966044,TRUE
130,Op-15,11,18.71,19.97,1.19304233,21.57063425,18.36936575,FALSE
131,Op-15,12,21.9,20.334,1.478489094,22.31760127,18.35039873,FALSE
132,Op-15,13,19.79,20.396,1.43971525,22.3275807,18.4644193,FALSE
133,Op-15,14,19.03,20.268,1.544998382,22.34083284,18.19516716,FALSE
134,Op-15,15,20.59,20.004,1.285215935,21.72829812,18.27970188,FALSE
135,Op-15,16,21.43,20.548,1.171161816,22.11927846,18.97672154,FALSE
136,Op-15,17,20.95,20.358,0.953897269,21.63778748,19.07821252,FALSE
137,Op-15,18,20.61,20.522,0.900844049,21.73060912,19.31339088,FALSE
138,Op-15,19,20.77,20.87,0.344963766,21.33281746,20.40718254,FALSE
139,Op-16,5,21.99,21.034,0.968674352,22.33361302,19.73438698,FALSE
140,Op-16,6,19.72,21.074,0.89158847,22.27019146,19.87780854,TRUE
141,Op-16,7,19.14,20.626,1.206536365,22.2447384,19.0072616,FALSE
142,Op-16,8,20.23,20.354,1.081725474,21.80528702,18.90271299,FALSE
143,Op-16,9,21.78,20.572,1.261296952,22.26420743,18.87979257,FALSE
144,Op-16,10,20.9,20.354,1.027462895,21.73248613,18.97551387,FALSE
145,Op-16,11,20.71,20.552,0.968436885,21.85129442,19.25270558,FALSE
146,Op-16,12,19.22,20.568,0.939505189,21.82847848,19.30752152,TRUE
147,Op-16,13,19.08,20.338,1.158240044,21.89194208,18.78405792,FALSE
148,Op-16,14,19.69,19.92,0.841575903,21.04909256,18.79090744,FALSE
149,Op-16,15,20.48,19.836,0.733300757,20.8198262,18.8521738,FALSE
150,Op-16,16,20.48,19.79,0.669178601,20.6877973,18.8922027,FALSE
151,Op-16,17,20.14,19.974,0.595718054,20.77323964,19.17476036,FALSE
152,Op-16,18,20.5,20.258,0.351311827,20.72933428,19.78666572,FALSE
153,Op-16,19,20.37,20.394,0.150930448,20.59649444,20.19150556,FALSE
154,Op-16,20,20.99,20.496,0.311014469,20.9132697,20.0787303,TRUE
155,Op-16,21,21.67,20.734,0.608629608,21.55056231,19.91743769,TRUE
156,Op-16,22,20.19,20.744,0.596724392,21.54458978,19.94341022,FALSE
157,Op-16,23,21.59,20.962,0.678763582,21.87265691,20.05134309,FALSE
158,Op-16,24,21.29,21.146,0.598063542,21.94838644,20.34361356,FALSE
159,Op-16,25,21.85,21.318,0.662208426,22.20644583,20.42955417,FALSE
160,Op-17,5,19.09,20.378,1.243671983,22.04656106,18.70943894,FALSE
161,Op-17,6,20.34,20.216,1.168451967,21.78364282,18.64835718,FALSE
162,Op-17,7,21.53,20.244,1.204732335,21.86031804,18.62768196,FALSE
163,Op-17,8,21.41,20.264,1.227468941,21.91082239,18.61717761,FALSE
164,Op-17,9,19.53,20.38,1.092199616,21.84533955,18.91466045,FALSE
165,Op-17,10,21.3,20.822,0.862710844,21.97944806,19.66455195,FALSE
166,Op-17,11,21.41,21.036,0.845801395,22.17076165,19.90123835,FALSE
167,Op-17,12,20.1,20.75,0.878151468,21.92816383,19.57183617,FALSE
168,Op-17,13,19.97,20.462,0.843012455,21.59301989,19.33098011,FALSE
169,Op-17,14,18.66,20.288,1.125819701,21.79844563,18.77755437,TRUE
170,Op-17,15,21.96,20.42,1.299442188,22.16338464,18.67661536,FALSE
171,Op-17,16,21.86,20.51,1.397068359,22.38436389,18.63563611,FALSE
172,Op-17,17,21.4,20.77,1.422427503,22.67838675,18.86161325,FALSE
173,Op-17,18,21.81,21.138,1.401577683,23.01841378,19.25758622,FALSE
174,Op-17,19,19.57,21.32,1.001274188,22.66335029,19.97664971,TRUE
175,Op-17,20,21.76,21.28,0.972908012,22.58529307,19.97470693,FALSE
176,Op-17,21,21.47,21.202,0.929446072,22.44898276,19.95501724,FALSE
177,Op-17,22,19.02,20.726,1.327075733,22.50645893,18.94554107,FALSE
178,Op-17,23,19.87,20.338,1.209284913,21.96042596,18.71557404,FALSE
179,Op-18,5,20.47,20.66,1.295935955,22.39868053,18.92131947,FALSE
180,Op-18,6,21.39,20.56,1.19245545,22.15984687,18.96015313,FALSE
181,Op-18,7,18.54,20.196,1.505466705,22.21579553,18.17620447,FALSE
182,Op-18,8,21.59,20.146,1.439940971,22.07788354,18.21411646,FALSE
183,Op-18,9,21.64,20.726,1.310240436,22.48387201,18.96812799,FALSE
184,Op-18,10,20.48,20.728,1.30975952,22.48522679,18.97077321,FALSE
185,Op-18,11,20.77,20.604,1.259813478,22.29421715,18.91378285,FALSE
186,Op-18,12,21.85,21.266,0.602021594,22.07369673,20.45830327,FALSE
187,Op-18,13,20.79,21.106,0.600691269,21.91191191,20.30008809,FALSE
188,Op-18,14,20.61,20.9,0.545893763,21.63239334,20.16760666,FALSE
189,Op-18,15,21.55,21.114,0.549799964,21.85163406,20.37636594,FALSE
190,Op-18,16,18.51,20.662,1.308632874,22.41771524,18.90628476,TRUE
191,Op-18,17,20.6,20.412,1.132483996,21.93138672,18.89261328,FALSE
192,Op-18,18,20.83,20.42,1.135957746,21.94404724,18.89595276,FALSE
193,Op-18,19,20.46,20.39,1.131658076,21.90827863,18.87172137,FALSE
194,Op-18,20,19.12,19.904,1.025782628,21.28023181,18.52776819,FALSE
195,Op-18,21,18.86,19.974,0.912567806,21.19833819,18.74966181,FALSE
196,Op-18,22,20.48,19.95,0.893364427,21.14857415,18.75142585,FALSE
197,Op-18,23,19.49,19.682,0.753405601,20.69279968,18.67120032,FALSE
198,Op-18,24,18.67,19.324,0.715632587,20.28412187,18.36387813,FALSE
199,Op-18,25,20.06,19.512,0.770045453,20.54512439,18.47887561,FALSE
200,Op-18,26,21.31,20.002,0.997381572,21.3401278,18.6638722,FALSE
201,Op-18,27,21.9,20.286,1.31811608,22.05443829,18.51756171,FALSE
202,Op-18,28,20.18,20.424,1.248210719,22.09865041,18.74934959,FALSE
203,Op-18,29,19.97,20.684,0.86944235,21.85047932,19.51752068,FALSE
204,Op-19,5,20.28,20.358,1.209594974,21.98084195,18.73515805,FALSE
205,Op-19,6,21.02,20.162,0.922290627,21.39938272,18.92461728,FALSE
206,Op-19,7,19.49,20.324,0.61776209,21.15281482,19.49518518,TRUE
207,Op-19,8,20.92,20.506,0.635908799,21.35916118,19.65283882,FALSE
208,Op-19,9,19.25,20.192,0.806765146,21.27438902,19.10961098,FALSE
209,Op-19,10,18.99,19.934,0.96277204,21.22569424,18.64230576,FALSE
210,Op-19,11,20.36,19.802,0.809734524,20.88837286,18.71562714,FALSE
211,Op-19,12,21.04,20.112,0.945711373,21.38080495,18.84319505,FALSE
212,Op-19,13,21.23,20.174,1.019230102,21.54144068,18.80655932,FALSE
213,Op-19,14,21.97,20.718,1.123329871,22.22510517,19.21089483,FALSE
214,Op-19,15,18.9,20.7,1.158123482,22.2537857,19.1462143,TRUE
215,Op-19,16,20.22,20.672,1.170029914,22.24175985,19.10224015,FALSE
216,Op-19,17,21.43,20.75,1.212909725,22.37728916,19.12271084,FALSE
217,Op-19,18,18.6,20.224,1.491083499,22.22449844,18.22350156,FALSE
218,Op-19,19,19.7,19.77,1.127918437,21.28326138,18.25673862,FALSE
219,Op-19,20,20.26,20.042,1.024948779,21.41711309,18.66688691,FALSE
220,Op-19,21,18.72,19.742,1.169196305,21.31064145,18.17335855,FALSE
221,Op-2,5,20.64,19.084,1.189718454,20.6801748,17.4878252,FALSE
222,Op-2,6,21.27,19.864,1.055997159,21.28076886,18.44723114,FALSE
223,Op-2,7,23.11,20.746,1.561451248,22.84090668,18.65109332,TRUE
224,Op-2,8,21.13,21.088,1.374488996,22.9320705,19.2439295,FALSE
225,Op-2,9,21.92,21.614,0.953011018,22.89259845,20.33540155,FALSE
226,Op-2,10,18.05,21.096,1.873814292,23.60998568,18.58201432,TRUE
227,Op-2,11,20.64,20.97,1.880359008,23.49276634,18.44723366,FALSE
228,Op-2,12,19.15,20.178,1.560406998,22.27150567,18.08449433,FALSE
229,Op-2,13,19.04,19.76,1.521068703,21.80072781,17.71927219,FALSE
230,Op-2,14,19.39,19.254,0.928132534,20.49922046,18.00877954,FALSE
231,Op-2,15,19.98,19.64,0.666745829,20.5345334,18.7454666,FALSE
232,Op-2,16,21.95,19.902,1.201153612,21.51351668,18.29048332,TRUE
233,Op-2,17,20.05,20.082,1.125331062,21.59179005,18.57220995,FALSE
234,Op-2,18,19.92,20.258,0.981208439,21.57442926,18.94157074,FALSE
235,Op-2,19,18.97,20.174,1.086429933,21.63159871,18.71640129,FALSE
236,Op-2,20,19.2,20.018,1.17374188,21.59273998,18.44326002,FALSE
237,Op-2,21,21.39,19.906,0.948382834,21.17838909,18.63361091,TRUE
238,Op-2,22,20.04,19.904,0.948013713,21.17589386,18.63210614,FALSE
239,Op-2,23,20.31,19.982,0.965541299,21.27740959,18.68659041,FALSE
240,Op-2,24,19.51,20.09,0.846965171,21.22632302,18.95367698,FALSE
241,Op-2,25,19.64,20.178,0.748511857,21.18223404,19.17376596,FALSE
242,Op-20,5,19.02,19.93,0.995263784,21.26528649,18.59471351,FALSE
243,Op-20,6,18.98,19.45,0.634468281,20.30122852,18.59877148,FALSE
244,Op-20,7,20.08,19.372,0.483807813,20.02109629,18.72290371,TRUE
245,Op-20,8,19.83,19.516,0.493386258,20.17794713,18.85405287,FALSE
246,Op-20,9,19.74,19.53,0.49979996,20.20055201,18.85944799,FALSE
247,Op-20,10,19.48,19.622,0.418114817,20.18295989,19.06104011,FALSE
248,Op-20,11,21.38,20.102,0.745935654,21.1027777,19.1012223,TRUE
249,Op-20,12,20.78,20.242,0.804189033,21.32093281,19.16306719,FALSE
250,Op-20,13,19.72,20.22,0.819634065,21.31965449,19.12034551,FALSE
251,Op-20,14,20.51,20.374,0.778190208,21.41805172,19.32994828,FALSE
252,Op-20,15,21.36,20.75,0.687095336,21.67183513,19.82816487,FALSE
253,Op-20,16,19.3,20.334,0.825941887,21.44211732,19.22588268,FALSE
254,Op-20,17,20.96,20.37,0.853697839,21.51535584,19.22464416,FALSE
255,Op-20,18,19.68,20.362,0.86146387,21.51777506,19.20622494,FALSE
256,Op-20,19,19.19,20.098,0.996453712,21.43488294,18.76111706,FALSE
257,Op-20,20,21.6,20.146,1.075118598,21.58842296,18.70357704,TRUE
258,Op-20,21,21.47,20.58,1.086162971,22.03724054,19.12275946,FALSE
259,Op-3,5,20.46,20.778,1.062812307,22.20391234,19.35208766,FALSE
260,Op-3,6,21.36,20.912,1.090811624,22.37547737,19.44852263,FALSE
261,Op-3,7,21.22,21.03,1.084573649,22.48510824,19.57489176,FALSE
262,Op-3,8,22.03,20.934,0.931225,22.18336944,19.68463056,FALSE
263,Op-3,9,20.78,21.17,0.598832197,21.9734177,20.3665823,FALSE
264,Op-3,10,21.71,21.42,0.476812332,22.05971087,20.78028913,FALSE
265,Op-3,11,21.62,21.472,0.482773239,22.11970827,20.82429173,FALSE
266,Op-3,12,20.51,21.33,0.650653518,22.2029433,20.4570567,FALSE
267,Op-3,13,21.06,21.136,0.521564953,21.83575281,20.43624719,FALSE
268,Op-3,14,21.3,21.24,0.483270111,21.88837489,20.59162511,FALSE
269,Op-3,15,21.25,21.148,0.409597363,21.69753253,20.59846747,FALSE
270,Op-3,16,21.52,21.128,0.382321854,21.64093859,20.61506141,FALSE
271,Op-3,17,20.33,21.092,0.456366081,21.70427935,20.47972065,TRUE
272,Op-3,18,20.12,20.904,0.632479249,21.75255996,20.05544004,FALSE
273,Op-3,19,20.37,20.718,0.62359442,21.55463971,19.88136029,FALSE
274,Op-3,20,19.8,20.428,0.650899378,21.30127315,19.55472685,FALSE
275,Op-3,21,20.94,20.312,0.417456585,20.87207678,19.75192322,TRUE
276,Op-3,22,20.79,20.404,0.469819114,21.03432849,19.77367151,FALSE
277,Op-3,23,23.31,21.042,1.342747184,22.84348439,19.24051561,TRUE
278,Op-3,24,21.17,21.202,1.289251721,22.93171269,19.47228731,FALSE
279,Op-3,25,20.54,21.35,1.119352491,22.85176896,19.84823104,FALSE
280,Op-3,26,19.51,21.064,1.398241753,22.93993817,19.18806183,FALSE
281,Op-3,27,21.17,21.14,1.389928056,23.00478417,19.27521583,FALSE
282,Op-3,28,21.39,20.756,0.765493305,21.78301704,19.72898296,FALSE
283,Op-3,29,20.64,20.65,0.729691716,21.62898417,19.67101583,FALSE
284,Op-4,5,20.95,19.21,1.156741112,20.76193106,17.65806894,TRUE
285,Op-4,6,19.05,19.082,1.125331062,20.59179005,17.57220995,FALSE
286,Op-4,7,18.92,19.258,0.981208439,20.57442926,17.94157074,FALSE
287,Op-4,8,17.97,19.174,1.086429933,20.63159871,17.71640129,FALSE
288,Op-4,9,18.2,19.018,1.17374188,20.59273998,17.44326002,FALSE
289,Op-4,10,20.39,18.906,0.948382834,20.17838909,17.63361091,TRUE
290,Op-4,11,19.04,18.904,0.948013713,20.17589386,17.63210614,FALSE
291,Op-4,12,19.31,18.982,0.965541299,20.27740959,17.68659041,FALSE
292,Op-4,13,18.51,19.09,0.846965171,20.22632302,17.95367698,FALSE
293,Op-4,14,18.64,19.178,0.748511857,20.18223404,18.17376596,FALSE
294,Op-4,15,19.69,19.038,0.483807813,19.68709629,18.38890371,TRUE
295,Op-4,16,19.63,19.156,0.551615808,19.89607027,18.41592973,FALSE
296,Op-4,17,21.51,19.596,1.200699796,21.20690782,17.98509218,TRUE
297,Op-4,18,18.6,19.614,1.180859856,21.19828975,18.02971025,FALSE
298,Op-4,19,19.46,19.778,1.062812307,21.20391234,18.35208766,FALSE
299,Op-4,20,20.36,19.912,1.090811624,21.37547737,18.44852263,FALSE
300,Op-4,21,20.22,20.03,1.084573649,21.48510824,18.57489176,FALSE
301,Op-5,5,22.17,20.43,1.156741112,21.98193106,18.87806894,TRUE
302,Op-5,6,20.27,20.302,1.125331062,21.81179005,18.79220995,FALSE
303,Op-5,7,20.14,20.478,0.981208439,21.79442926,19.16157074,FALSE
304,Op-5,8,19.19,20.394,1.086429933,21.85159871,18.93640129,FALSE
305,Op-5,9,19.42,20.238,1.17374188,21.81273998,18.66326002,FALSE
306,Op-5,10,21.61,20.126,0.948382834,21.39838909,18.85361091,TRUE
307,Op-5,11,20.26,20.124,0.948013713,21.39589386,18.85210614,FALSE
308,Op-5,12,20.53,20.202,0.965541299,21.49740959,18.90659041,FALSE
309,Op-5,13,19.73,20.31,0.846965171,21.44632302,19.17367698,FALSE
310,Op-5,14,19.86,20.398,0.748511857,21.40223404,19.39376596,FALSE
311,Op-5,15,20.91,20.258,0.483807813,20.90709629,19.60890371,TRUE
312,Op-5,16,20.85,20.376,0.551615808,21.11607027,19.63592973,FALSE
313,Op-5,17,22.73,20.816,1.200699796,22.42690782,19.20509218,TRUE
314,Op-5,18,19.82,20.834,1.180859856,22.41828975,19.24971025,FALSE
315,Op-5,19,20.68,20.998,1.062812307,22.42391234,19.57208766,FALSE
316,Op-5,20,21.58,21.132,1.090811624,22.59547737,19.66852263,FALSE
317,Op-5,21,21.44,21.25,1.084573649,22.70510824,19.79489176,FALSE
318,Op-5,22,22.13,21.13,0.896827743,22.33322068,19.92677932,FALSE
319,Op-5,23,20.48,21.262,0.677583943,22.17107425,20.35292575,FALSE
320,Op-5,24,20.83,21.292,0.648050924,22.16145155,20.42254845,FALSE
321,Op-5,25,21.42,21.26,0.634074128,22.11069971,20.40930029,FALSE
322,Op-5,26,23.39,21.65,1.156741112,23.20193106,20.09806894,TRUE
323,Op-5,27,21.49,21.522,1.125331062,23.03179005,20.01220995,FALSE
324,Op-5,28,21.36,21.698,0.981208439,23.01442926,20.38157074,FALSE
325,Op-5,29,20.41,21.614,1.086429933,23.07159871,20.15640129,FALSE
326,Op-5,30,20.64,21.458,1.17374188,23.03273998,19.88326002,FALSE
327,Op-5,31,22.83,21.346,0.948382834,22.61838909,20.07361091,TRUE
328,Op-5,32,21.48,21.344,0.948013713,22.61589386,20.07210614,FALSE
329,Op-5,33,21.75,21.422,0.965541299,22.71740959,20.12659041,FALSE
330,Op-6,5,20.79,20.42,0.329013678,20.86141817,19.97858183,FALSE
331,Op-6,6,20.3,20.476,0.260633843,20.82567699,20.12632301,FALSE
332,Op-6,7,20.02,20.39,0.332415403,20.83598206,19.94401794,FALSE
333,Op-6,8,20.28,20.414,0.315562989,20.83737218,19.99062782,FALSE
334,Op-6,9,20.23,20.324,0.283249007,20.70401842,19.94398158,FALSE
335,Op-6,10,20.32,20.23,0.122065556,20.39376813,20.06623187,FALSE
336,Op-6,11,20.81,20.332,0.291152881,20.72262258,19.94137742,TRUE
337,Op-6,12,20.27,20.382,0.241391798,20.70586108,20.05813892,FALSE
338,Op-6,13,20.38,20.402,0.23488295,20.71712855,20.08687145,FALSE
339,Op-6,14,20.71,20.498,0.244887729,20.82655137,20.16944863,FALSE
340,Op-6,15,20.96,20.626,0.291427521,21.01699105,20.23500895,FALSE
341,Op-6,16,20.98,20.66,0.326113477,21.09752714,20.22247286,FALSE
342,Op-6,17,20.21,20.648,0.344630237,21.11036998,20.18563002,FALSE
343,Op-6,18,20.43,20.658,0.33551453,21.10813998,20.20786002,FALSE
344,Op-7,5,18.66,19.414,0.591422015,20.2074759,18.6205241,FALSE
345,Op-7,6,21.19,19.75,0.99744674,21.08821523,18.41178477,TRUE
346,Op-7,7,20.76,19.854,1.084610529,21.30915772,18.39884228,FALSE
347,Op-7,8,21.43,20.324,1.171080698,21.89516963,18.75283037,FALSE
